Population,Predation.Treatment,Generation,Cage.ID,Day,Date,Terraria,Time,X,Y,Estimate,Notes,Distance
SC,Predator,F2,H_SCN_P3,4,9/2/23,8,16H 40M 0S,2,20,NA,,0
SC,Predator,F2,H_SCN_P3,4,9/2/23,8,17H 0M 0S,2,20,NA,,0
SC,Predator,F2,H_SCN_P3,4,9/2/23,8,17H 20M 0S,7,16,NA,,6.403124237
SC,Predator,F2,H_SCN_P3,4,9/2/23,8,17H 40M 0S,7,16,NA,,0
SC,Predator,F2,H_SCN_P3,4,9/2/23,8,18H 0M 0S,7,16,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,7H 40M 0S,9,19,NA,,18
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,8H 0M 0S,9,19,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,8H 20M 0S,9,19,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,8H 40M 0S,9,19,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,9H 0M 0S,9,19,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,9H 20M 0S,9,19,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,9H 40M 0S,10,15,NA,,4.123105626
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,10H 0M 0S,10,15,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,10H 20M 0S,5,4,NA,,12.08304597
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,10H 40M 0S,5,4,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,11H 0M 0S,5,4,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,11H 20M 0S,5,4,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,11H 40M 0S,5,1,NA,,3
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,12H 0M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,12H 20M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,12H 40M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,13H 0M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,13H 20M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,13H 40M 0S,7,1,NA,,2
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,14H 0M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,14H 20M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,14H 40M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,15H 0M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,15H 20M 0S,7,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,15H 40M 0S,5,1,NA,,2
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,16H 0M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,16H 20M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,16H 40M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,17H 0M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,17H 20M 0S,5,1,NA,,0
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,17H 40M 0S,6,4,NA,,3.16227766
UP,Predator,F1,S_UPH_P2,5,9/3/23,6,18H 0M 0S,6,8,NA,,4
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,7H 40M 0S,2,1,NA,,17
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,8H 0M 0S,2,1,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,8H 20M 0S,1,20,NA,,19.02629759
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,8H 40M 0S,1,20,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,9H 0M 0S,1,20,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,9H 20M 0S,1,20,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,9H 40M 0S,1,19,NA,,1
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,10H 0M 0S,1,19,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,10H 20M 0S,1,20,NA,,1
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,10H 40M 0S,1,21,NA,,1
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,11H 0M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,11H 20M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,11H 40M 0S,1,1,NA,,20
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,12H 0M 0S,3,8,NA,,7.280109889
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,12H 20M 0S,9,15,NA,,9.219544457
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,12H 40M 0S,9,15,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,13H 0M 0S,9,15,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,13H 20M 0S,9,1,NA,,14
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,13H 40M 0S,9,1,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,14H 0M 0S,9,1,1,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,14H 20M 0S,9,1,1,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,14H 40M 0S,1,21,NA,,21.54065923
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,15H 0M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,15H 20M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,15H 40M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,16H 0M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,16H 20M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,16H 40M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,17H 0M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,17H 20M 0S,1,21,NA,,0
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,17H 40M 0S,1,1,NA,,20
HF,Predator,F1,S_HFN_P8,5,9/3/23,26,18H 0M 0S,2,7,NA,,6.08276253
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,7H 40M 0S,8,3,1,,6.32455532
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,8H 0M 0S,8,3,1,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,8H 20M 0S,8,3,1,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,8H 40M 0S,8,3,1,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,9H 0M 0S,8,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,9H 20M 0S,8,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,9H 40M 0S,8,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,10H 0M 0S,8,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,10H 20M 0S,1,4,NA,,7.071067812
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,10H 40M 0S,1,4,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,11H 0M 0S,1,4,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,11H 20M 0S,2,3,NA,,1.414213562
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,11H 40M 0S,2,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,12H 0M 0S,2,2,NA,,1
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,12H 20M 0S,2,3,NA,,1
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,12H 40M 0S,2,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,13H 0M 0S,2,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,13H 20M 0S,2,3,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,13H 40M 0S,7,4,NA,,5.099019514
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,14H 0M 0S,7,4,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,14H 20M 0S,1,21,NA,,18.02775638
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,14H 40M 0S,2,21,NA,,1
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,15H 0M 0S,2,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,15H 20M 0S,2,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,15H 40M 0S,2,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,16H 0M 0S,2,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,16H 20M 0S,2,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,16H 40M 0S,1,21,NA,,1
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,17H 0M 0S,1,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,17H 20M 0S,1,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,17H 40M 0S,1,21,NA,,0
HF,Predator,F2,H_HFN_P2,5,9/3/23,24,18H 0M 0S,1,21,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,7H 40M 0S,7,2,NA,,19.10497317
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,8H 0M 0S,7,2,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,8H 20M 0S,7,2,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,8H 40M 0S,7,2,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,9H 0M 0S,7,2,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,9H 20M 0S,7,2,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,9H 40M 0S,7,5,NA,,3
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,10H 0M 0S,7,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,10H 20M 0S,7,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,10H 40M 0S,7,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,11H 0M 0S,7,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,11H 20M 0S,8,5,NA,,1
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,11H 40M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,12H 0M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,12H 20M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,12H 40M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,13H 0M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,13H 20M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,13H 40M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,14H 0M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,14H 20M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,14H 40M 0S,8,5,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,15H 0M 0S,2,3,NA,,6.32455532
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,15H 20M 0S,2,3,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,15H 40M 0S,4,1,NA,,2.828427125
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,16H 0M 0S,3,1,NA,,1
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,16H 20M 0S,5,1,NA,,2
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,16H 40M 0S,5,2,NA,,1
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,17H 0M 0S,5,5,NA,,3
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,17H 20M 0S,5,3,NA,,2
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,17H 40M 0S,6,4,NA,,1.414213562
HF,Predator,F2,H_HFN_P1,5,9/3/23,28,18H 0M 0S,5,3,NA,,1.414213562
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,7H 40M 0S,6,1,1,,4
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,8H 0M 0S,6,1,1,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,8H 20M 0S,6,1,1,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,8H 40M 0S,6,1,1,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,9H 0M 0S,6,1,1,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,9H 20M 0S,6,1,1,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,9H 40M 0S,6,1,1,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,10H 0M 0S,6,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,10H 20M 0S,5,1,NA,,1
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,10H 40M 0S,5,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,11H 0M 0S,5,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,11H 20M 0S,3,4,NA,,3.605551275
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,11H 40M 0S,7,1,NA,,5
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,12H 0M 0S,7,4,NA,,3
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,12H 20M 0S,7,1,NA,,3
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,12H 40M 0S,7,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,13H 0M 0S,7,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,13H 20M 0S,7,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,13H 40M 0S,7,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,14H 0M 0S,7,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,14H 20M 0S,7,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,14H 40M 0S,9,1,NA,,2
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,15H 0M 0S,6,3,NA,,3.605551275
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,15H 20M 0S,9,1,NA,,3.605551275
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,15H 40M 0S,9,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,16H 0M 0S,9,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,16H 20M 0S,8,1,NA,,1
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,16H 40M 0S,8,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,17H 0M 0S,9,1,NA,,1
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,17H 20M 0S,9,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,17H 40M 0S,10,1,NA,,1
UP,Predator,F2,S_UPH_P7,5,9/3/23,8,18H 0M 0S,10,2,NA,,1
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,7H 40M 0S,9,10,NA,,8.544003745
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,8H 0M 0S,9,10,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,8H 20M 0S,9,10,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,8H 40M 0S,9,1,NA,,9
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,9H 0M 0S,10,5,NA,,4.123105626
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,9H 20M 0S,10,13,NA,,8
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,9H 40M 0S,10,13,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,10H 0M 0S,10,15,NA,,2
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,10H 20M 0S,10,15,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,10H 40M 0S,10,15,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,11H 0M 0S,8,17,NA,,2.828427125
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,11H 20M 0S,4,5,NA,,12.64911064
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,11H 40M 0S,8,21,NA,,16.4924225
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,12H 0M 0S,8,21,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,12H 20M 0S,10,21,NA,,2
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,12H 40M 0S,10,2,NA,,19
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,13H 0M 0S,10,1,NA,,1
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,13H 20M 0S,8,21,NA,,20.09975124
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,13H 40M 0S,8,21,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,14H 0M 0S,10,11,NA,,10.19803903
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,14H 20M 0S,10,15,NA,,4
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,14H 40M 0S,1,16,NA,,9.055385138
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,15H 0M 0S,5,19,NA,,5
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,15H 20M 0S,1,20,NA,,4.123105626
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,15H 40M 0S,2,17,NA,,3.16227766
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,16H 0M 0S,2,11,NA,,6
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,16H 20M 0S,10,20,NA,,12.04159458
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,16H 40M 0S,10,20,NA,,0
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,17H 0M 0S,10,15,NA,,5
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,17H 20M 0S,10,7,NA,,8
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,17H 40M 0S,8,7,NA,,2
HF,Predator,F1,S_HFN_P4,5,9/3/23,18,18H 0M 0S,2,4,NA,,6.708203932
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,7H 40M 0S,5,17,NA,,16.2788206
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,8H 0M 0S,5,17,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,8H 20M 0S,5,17,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,8H 40M 0S,5,17,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,9H 0M 0S,5,17,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,9H 20M 0S,5,17,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,9H 40M 0S,5,17,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,10H 0M 0S,5,17,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,10H 20M 0S,7,4,NA,,13.15294644
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,10H 40M 0S,4,4,NA,,3
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,11H 0M 0S,4,4,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,11H 20M 0S,10,21,NA,,18.02775638
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,11H 40M 0S,10,21,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,12H 0M 0S,10,21,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,12H 20M 0S,10,21,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,12H 40M 0S,10,21,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,13H 0M 0S,1,9,NA,,15
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,13H 20M 0S,1,9,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,13H 40M 0S,1,9,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,14H 0M 0S,1,9,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,14H 20M 0S,1,9,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,14H 40M 0S,1,9,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,15H 0M 0S,1,9,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,15H 20M 0S,2,1,NA,,8.062257748
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,15H 40M 0S,2,1,NA,,0
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,16H 0M 0S,1,9,NA,,8.062257748
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,16H 20M 0S,2,2,NA,,7.071067812
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,16H 40M 0S,2,1,NA,,1
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,17H 0M 0S,4,5,NA,,4.472135955
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,17H 20M 0S,4,4,NA,,1
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,17H 40M 0S,5,1,NA,,3.16227766
DC,Predator,F1,S_DCN_P4,5,9/3/23,13,18H 0M 0S,1,1,NA,,4
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,7H 40M 0S,4,1,1,,18.11077028
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,8H 0M 0S,4,1,1,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,8H 20M 0S,4,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,8H 40M 0S,2,20,NA,,19.10497317
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,9H 0M 0S,2,20,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,9H 20M 0S,2,20,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,9H 40M 0S,2,20,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,10H 0M 0S,2,20,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,10H 20M 0S,2,20,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,10H 40M 0S,2,20,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,11H 0M 0S,10,20,NA,,8
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,11H 20M 0S,10,19,NA,,1
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,11H 40M 0S,10,19,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,12H 0M 0S,10,19,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,12H 20M 0S,2,19,NA,,8
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,12H 40M 0S,1,20,NA,,1.414213562
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,13H 0M 0S,1,19,NA,,1
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,13H 20M 0S,1,18,NA,,1
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,13H 40M 0S,1,21,NA,,3
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,14H 0M 0S,5,1,NA,,20.39607805
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,14H 20M 0S,5,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,14H 40M 0S,2,1,NA,,3
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,15H 0M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,15H 20M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,15H 40M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,16H 0M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,16H 20M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,16H 40M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,17H 0M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,17H 20M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,17H 40M 0S,2,1,NA,,0
HF,Predator,F2,H_HFN_P1,5,9/3/23,23,18H 0M 0S,2,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,7H 40M 0S,1,13,NA,,13.03840481
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,8H 0M 0S,1,13,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,8H 20M 0S,1,13,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,8H 40M 0S,1,13,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,9H 0M 0S,1,14,NA,,1
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,9H 20M 0S,1,14,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,9H 40M 0S,1,14,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,10H 0M 0S,1,11,NA,,3
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,10H 20M 0S,1,11,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,10H 40M 0S,1,11,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,11H 0M 0S,1,12,NA,,1
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,11H 20M 0S,1,2,NA,,10
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,11H 40M 0S,1,5,NA,,3
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,12H 0M 0S,1,7,NA,,2
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,12H 20M 0S,1,4,NA,,3
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,12H 40M 0S,1,4,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,13H 0M 0S,2,1,NA,,3.16227766
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,13H 20M 0S,2,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,13H 40M 0S,2,1,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,14H 0M 0S,4,13,NA,,12.16552506
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,14H 20M 0S,2,3,NA,,10.19803903
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,14H 40M 0S,2,2,NA,,1
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,15H 0M 0S,2,2,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,15H 20M 0S,2,2,NA,,0
UP,Predator,F2,S_UPH_P7,5,9/3/23,32,15H 40M 0S,2,2,NA,,0
